nearest_10,distance_nat,distance_ref,distance_plant,closest_type,freq_category
520,50963.899259815,146877.866896292,126352.372841046,Natural_Regeneration,2-3 kHz
530,63084.5060970169,157068.960159218,104603.329692487,Natural_Regeneration,2-3 kHz
540,41743.4120312844,121932.506966493,102317.901762205,Natural_Regeneration,2-3 kHz
550,69099.1740891034,139378.976206145,149789.0985405,Natural_Regeneration,2-3 kHz
560,40581.6360746047,158303.902934407,128972.636924172,Natural_Regeneration,2-3 kHz
570,35557.800378594,143905.215734705,94498.8066755796,Natural_Regeneration,2-3 kHz
580,61043.7316731924,163764.91514026,123966.231325983,Natural_Regeneration,2-3 kHz
590,51852.7165749614,189424.532210722,107119.967970507,Natural_Regeneration,2-3 kHz
600,55362.4864957197,189263.578470152,105940.169815569,Natural_Regeneration,2-3 kHz
610,38599.1052594902,134420.07070909,99961.240364381,Natural_Regeneration,2-3 kHz
620,38127.2277928452,139387.758856885,114832.275241805,Natural_Regeneration,2-3 kHz
630,54809.1871253169,142842.605897047,127282.840725952,Natural_Regeneration,2-3 kHz
640,63388.4867190653,163678.141312472,140173.849413124,Natural_Regeneration,2-3 kHz
650,61536.7001781063,166324.781993981,127143.207383155,Natural_Regeneration,2-3 kHz
660,50199.5744786972,146888.36248499,128717.918222668,Natural_Regeneration,2-3 kHz
670,54543.4756945314,134852.419420954,141625.183294456,Natural_Regeneration,2-3 kHz
680,80186.6933666035,117513.623050839,145684.69029038,Natural_Regeneration,2-3 kHz
690,75272.3911499924,96774.4015739104,139704.625109782,Natural_Regeneration,2-3 kHz
700,99956.1900989116,119519.888308468,161586.760290761,Natural_Regeneration,2-3 kHz
710,99274.1121171199,142980.982265734,146332.440841761,Natural_Regeneration,2-3 kHz
720,57756.9685865501,140554.367431896,114719.761390424,Natural_Regeneration,2-3 kHz
730,53295.1441215979,102423.129898834,102042.558407392,Natural_Regeneration,2-3 kHz
740,53062.3675032185,135709.274237807,97936.2730342641,Natural_Regeneration,2-3 kHz
750,51818.2519718456,105852.53006627,112455.820444053,Natural_Regeneration,2-3 kHz
760,56760.4315540833,99224.854562001,123719.471300273,Natural_Regeneration,2-3 kHz
770,49559.4504384477,105296.60769599,117757.376396618,Natural_Regeneration,2-3 kHz
780,39215.8395231375,73796.447702562,96393.3213407176,Natural_Regeneration,2-3 kHz
790,79498.1693984832,65976.2200090496,140224.672072907,Reference_Forest,2-3 kHz
800,66209.2205993568,85601.5973572841,125206.963584475,Natural_Regeneration,2-3 kHz
810,60912.5658060228,90072.9110418135,115995.508619707,Natural_Regeneration,2-3 kHz
820,73649.2189497055,100432.478726382,133068.154518126,Natural_Regeneration,2-3 kHz
830,75768.320437997,107464.974001308,133617.569029535,Natural_Regeneration,2-3 kHz
840,95579.6426117608,74279.4363215173,143987.954559386,Reference_Forest,2-3 kHz
850,111504.363014752,80745.8918141136,148687.177640658,Reference_Forest,2-3 kHz
860,105717.296311525,57738.1340580348,131640.766351553,Reference_Forest,2-3 kHz
870,98515.0737166691,47688.3835771538,129421.98006935,Reference_Forest,2-3 kHz
880,81787.3080724864,51079.8993488329,123379.115240822,Reference_Forest,2-3 kHz
890,83101.9914647962,50998.2424533439,140423.363320385,Reference_Forest,2-3 kHz
900,88748.4047288731,36873.6816986187,139415.544972625,Reference_Forest,2-3 kHz
910,107706.863949088,73658.9094158082,165675.463982115,Reference_Forest,2-3 kHz
920,73277.078465362,51736.0117032169,138879.396833373,Reference_Forest,2-3 kHz
930,59221.7706384979,58718.508513913,132314.278719845,Reference_Forest,2-3 kHz
940,83580.8623271333,89312.733830016,127665.366131473,Natural_Regeneration,2-3 kHz
950,85620.5451160006,102896.337028646,138691.134357198,Natural_Regeneration,2-3 kHz
960,84806.7352505432,89933.6460574003,143702.392316391,Natural_Regeneration,2-3 kHz
970,125192.616576506,85449.8499266409,168144.881698664,Reference_Forest,2-3 kHz
980,128555.940316064,79082.0464845874,162441.332077588,Reference_Forest,2-3 kHz
990,109696.243061212,77096.7257809048,138702.494796287,Reference_Forest,2-3 kHz
1000,127182.928875362,73281.3275502803,156201.480214003,Reference_Forest,2-3 kHz
1010,93818.5030337544,58047.628685319,160297.509130774,Reference_Forest,2-3 kHz
1020,70906.38032066,52451.1315862904,124037.007121927,Reference_Forest,2-3 kHz
1030,100612.447462175,61502.1543338232,148417.759728767,Reference_Forest,2-3 kHz
1040,81763.2844904825,58459.417070912,150569.567859241,Reference_Forest,2-3 kHz
1050,58560.8424835094,59516.6934167263,115346.09025358,Natural_Regeneration,2-3 kHz
1060,29867.7684423711,40513.9033746622,97893.5338471808,Natural_Regeneration,2-3 kHz
1070,35822.1451066395,39210.5228039971,100166.117945516,Natural_Regeneration,2-3 kHz
1080,60387.9848118623,53346.5088785113,78211.1006304111,Reference_Forest,2-3 kHz
1090,26801.1156566364,50988.7503248388,82886.0286121996,Natural_Regeneration,2-3 kHz
1100,120158.854411866,45647.9791973441,152892.207865684,Reference_Forest,2-3 kHz
1110,174721.692840905,93119.2555647695,188532.55922205,Reference_Forest,2-3 kHz
1120,175309.737524658,122978.576523824,172271.717549754,Reference_Forest,2-3 kHz
1130,184796.785177264,175341.223941455,185326.888149127,Reference_Forest,2-3 kHz
1140,182660.152098824,175216.303461845,187695.441062578,Reference_Forest,2-3 kHz
1150,173618.177168532,166104.122705974,186204.43783708,Reference_Forest,2-3 kHz
1160,174967.432365408,157703.254768745,180654.347017077,Reference_Forest,2-3 kHz
1170,175193.893479319,151096.629072706,178821.690669532,Reference_Forest,2-3 kHz
1180,176904.748619291,154790.683617302,173802.248184561,Reference_Forest,2-3 kHz
1190,171265.34580742,150057.887571189,169056.464624232,Reference_Forest,2-3 kHz
1200,156473.526454392,132061.610194968,152261.398091516,Reference_Forest,2-3 kHz
1210,172779.106991654,144627.380570739,169707.353677547,Reference_Forest,2-3 kHz
1220,172775.076877042,146033.31578078,171548.014126149,Reference_Forest,2-3 kHz
1230,145559.188937494,122966.357660182,146083.634453931,Reference_Forest,2-3 kHz
1240,137618.498944787,117817.983982635,136696.197030875,Reference_Forest,2-3 kHz
1250,140249.765547235,121696.72232265,146949.661505085,Reference_Forest,2-3 kHz
1260,126021.773590564,112074.771836302,126800.777907107,Reference_Forest,2-3 kHz
1270,134741.793644017,108485.596098448,129268.391804737,Reference_Forest,2-3 kHz
1280,116586.188728256,99790.3765458331,111296.994538022,Reference_Forest,2-3 kHz
1290,106219.74751034,95045.5214983627,94553.6081053251,Plantation,2-3 kHz
1300,109483.470162251,95426.34806956,100027.198881884,Reference_Forest,2-3 kHz
1310,108192.166859492,92476.2928770321,100420.00338025,Reference_Forest,2-3 kHz
1320,94689.7523828805,83697.9537517412,92282.5426289482,Reference_Forest,2-3 kHz
1330,95397.349964071,82824.3955531543,89640.1492277932,Reference_Forest,2-3 kHz
1340,89066.9607580218,67961.8155375411,77587.4912826997,Reference_Forest,2-3 kHz
1350,74699.3604636973,60367.4903351392,66585.8521934575,Reference_Forest,2-3 kHz
1360,95357.3456251762,77886.5897928596,90478.0400670706,Reference_Forest,2-3 kHz
1370,62261.5356243217,48422.2651665045,62981.3515484461,Reference_Forest,2-3 kHz
1380,48950.960554136,53051.529598401,49176.1444770153,Natural_Regeneration,2-3 kHz
1390,51261.3744041874,58580.0509308609,55802.3939227847,Natural_Regeneration,2-3 kHz
1400,63361.2372198872,68772.0763530019,64533.4288743399,Natural_Regeneration,2-3 kHz
1410,71771.0786501142,77038.4528054511,63959.813719467,Plantation,2-3 kHz
1420,77745.5433921816,71036.2118741903,77986.9557668231,Reference_Forest,2-3 kHz
1430,75353.8107073537,71316.5742762848,76554.5826882241,Reference_Forest,2-3 kHz
1440,73682.3151773666,77551.1724988448,79935.5985082051,Natural_Regeneration,2-3 kHz
0,93949.6853178419,90048.7233374087,92705.9299538834,Reference_Forest,3-4 kHz
10,91330.8335951227,85736.888112076,76346.5389123775,Plantation,3-4 kHz
20,86674.8172401554,77082.5139134944,68916.4713909642,Plantation,3-4 kHz
30,89032.0592329102,81233.7165946475,74573.7420713648,Plantation,3-4 kHz
40,87719.1986735553,79635.8065613427,70588.0197456296,Plantation,3-4 kHz
50,97817.0011179229,88537.2468976438,83827.6884811792,Plantation,3-4 kHz
60,109098.394759884,103692.644886563,98344.3930898026,Plantation,3-4 kHz
70,100213.253110016,81369.674390922,90139.4679036429,Reference_Forest,3-4 kHz
80,90150.2852575485,84949.5688646622,84295.9547526393,Plantation,3-4 kHz
90,92040.169217193,87916.8010187063,84055.0125026501,Plantation,3-4 kHz
100,80639.4981488173,73250.024955312,67565.3096082384,Plantation,3-4 kHz
110,63879.9132936729,54358.4131055545,48518.4793092624,Plantation,3-4 kHz
120,68508.8800576152,50132.0467794231,51526.7143482038,Reference_Forest,3-4 kHz
130,63357.7643513038,43785.8751578196,43469.2544161466,Plantation,3-4 kHz
140,69828.185794624,56875.7817267958,57464.9977743245,Reference_Forest,3-4 kHz
150,74723.9869013942,59242.7569799666,58292.8106409698,Plantation,3-4 kHz
160,71773.6924782518,52731.6291856105,50058.699008858,Plantation,3-4 kHz
170,59977.7536911638,41961.5276753628,37080.5725799952,Plantation,3-4 kHz
180,52493.1120491125,37171.5847014924,35240.6937562702,Plantation,3-4 kHz
190,55026.3639691796,39726.7766614271,35608.3722695447,Plantation,3-4 kHz
200,59565.008463463,42845.8296676744,38579.9434121615,Plantation,3-4 kHz
210,45537.6612610264,43714.7926174112,37015.5220286619,Plantation,3-4 kHz
220,60071.0911287433,49702.2815550596,42366.2260562143,Plantation,3-4 kHz
230,57092.7559137575,46551.3808906097,43348.4675789909,Plantation,3-4 kHz
240,54412.4077767106,46470.7345820518,35079.5498663008,Plantation,3-4 kHz
250,52001.4180192901,56265.5790972028,42058.9713652231,Plantation,3-4 kHz
260,50691.4787263451,58684.2829412838,42620.6314208995,Plantation,3-4 kHz
270,46934.8059097289,58165.8087038783,46452.5840475953,Plantation,3-4 kHz
280,29794.0290898462,31151.9201513459,35706.4542716384,Natural_Regeneration,3-4 kHz
290,70301.3904930137,49696.9517182466,68740.7234385276,Reference_Forest,3-4 kHz
300,177418.53270456,258247.460716806,286147.363287464,Natural_Regeneration,3-4 kHz
310,77603.6865789652,199636.492816551,226662.319230969,Natural_Regeneration,3-4 kHz
320,62016.1748598109,263900.445071768,166199.656210919,Natural_Regeneration,3-4 kHz
330,73239.0165194244,202435.984047378,157232.517828178,Natural_Regeneration,3-4 kHz
340,65610.6233143578,198927.64633703,170821.914297266,Natural_Regeneration,3-4 kHz
350,61724.1897062344,165809.897028868,173994.790569713,Natural_Regeneration,3-4 kHz
360,77253.6499517396,164589.254152433,142207.141892375,Natural_Regeneration,3-4 kHz
370,118730.614418986,169486.672446761,174992.389400704,Natural_Regeneration,3-4 kHz
380,106228.360768614,141769.384905025,168406.520995685,Natural_Regeneration,3-4 kHz
390,97243.2447800453,143762.735825723,154319.542403219,Natural_Regeneration,3-4 kHz
400,93761.7577456618,145750.480212983,159256.915272515,Natural_Regeneration,3-4 kHz
410,77062.2177105162,129871.23441831,152683.50664099,Natural_Regeneration,3-4 kHz
420,111197.743202212,133811.747400628,180429.030860549,Natural_Regeneration,3-4 kHz
430,99909.9701581761,112200.484797787,177573.032527667,Natural_Regeneration,3-4 kHz
440,87422.5838969808,148666.102661922,181842.333841206,Natural_Regeneration,3-4 kHz
450,103688.489054474,160356.112576225,188658.339345583,Natural_Regeneration,3-4 kHz
460,93742.9364211292,137376.653349298,164260.824061912,Natural_Regeneration,3-4 kHz
470,85321.2696970016,154906.720678991,164699.036412085,Natural_Regeneration,3-4 kHz
480,95970.2056363213,187484.6087571,144124.42995998,Natural_Regeneration,3-4 kHz
490,114788.327049193,191689.054145851,170782.439080683,Natural_Regeneration,3-4 kHz
500,136221.343217712,155818.235555603,198498.378381861,Natural_Regeneration,3-4 kHz
510,94446.1832828607,158473.38186855,162862.837550641,Natural_Regeneration,3-4 kHz
520,99000.2343219409,131451.757918534,165523.18687882,Natural_Regeneration,3-4 kHz
530,96146.2908976259,146225.85140084,154571.023737666,Natural_Regeneration,3-4 kHz
540,109076.306420442,112928.081637291,174603.093545782,Natural_Regeneration,3-4 kHz
550,72359.7051977262,90861.9619530242,179902.617642758,Natural_Regeneration,3-4 kHz
560,64700.386418345,114065.69343865,176917.59376673,Natural_Regeneration,3-4 kHz
570,58627.0633683264,124860.361728253,124550.222865438,Natural_Regeneration,3-4 kHz
580,97542.0079082026,124282.182157452,131284.964152094,Natural_Regeneration,3-4 kHz
590,87701.6823910278,180423.73901985,139216.413528006,Natural_Regeneration,3-4 kHz
600,110876.276035536,153515.19915684,126927.896878679,Natural_Regeneration,3-4 kHz
610,111563.490598129,116676.548702546,108114.858248714,Plantation,3-4 kHz
620,96966.6485611614,113034.278523114,140646.848997347,Natural_Regeneration,3-4 kHz
630,107293.942980298,114464.396423668,142054.969100973,Natural_Regeneration,3-4 kHz
640,108986.009109314,148825.20849864,165775.278462846,Natural_Regeneration,3-4 kHz
650,98813.5191542881,127478.722233121,132530.947478015,Natural_Regeneration,3-4 kHz
660,99804.8663416799,125433.08914466,152372.581753861,Natural_Regeneration,3-4 kHz
670,89047.2373974223,114340.359575931,158596.953523736,Natural_Regeneration,3-4 kHz
680,69675.5852254707,77304.5141056668,132889.713806131,Natural_Regeneration,3-4 kHz
690,70896.6961689676,99243.2699819889,129774.695737383,Natural_Regeneration,3-4 kHz
700,79806.7199798632,100277.967944929,146024.419926515,Natural_Regeneration,3-4 kHz
710,87478.9797305406,134900.955915614,153541.119431458,Natural_Regeneration,3-4 kHz
720,46183.9195358263,103972.469390234,127095.860890866,Natural_Regeneration,3-4 kHz
730,87474.2958089684,91000.8412961156,116333.31680038,Natural_Regeneration,3-4 kHz
740,73815.7014437884,120570.607299953,113411.663190101,Natural_Regeneration,3-4 kHz
750,74248.0725933712,92222.2579383946,148739.722133586,Natural_Regeneration,3-4 kHz
760,43102.9820993592,61878.068750636,131361.084706363,Natural_Regeneration,3-4 kHz
770,52888.5956426168,52468.388487236,112594.030306769,Reference_Forest,3-4 kHz
780,41204.3975654348,47249.1567284289,104044.576475647,Natural_Regeneration,3-4 kHz
790,56228.9030065293,71273.0442409312,129203.488064429,Natural_Regeneration,3-4 kHz
800,59319.8326226798,74103.8745613828,107623.410682367,Natural_Regeneration,3-4 kHz
810,60841.3133096061,55162.6564944849,111959.820304231,Reference_Forest,3-4 kHz
820,74046.8920870407,47228.3821100107,149907.161433272,Reference_Forest,3-4 kHz
830,43671.1642525538,51681.5164437913,128847.970864594,Natural_Regeneration,3-4 kHz
840,44873.7176273961,40117.9327489963,109256.42661997,Reference_Forest,3-4 kHz
850,46839.0797864934,53158.4490831622,122678.423767582,Natural_Regeneration,3-4 kHz
860,70974.9379706057,55689.5346681669,118163.708219589,Reference_Forest,3-4 kHz
870,59530.9789126657,46928.423136737,122468.152203292,Reference_Forest,3-4 kHz
880,25364.1905536844,31218.0236768537,111646.116489165,Natural_Regeneration,3-4 kHz
890,40102.6283884251,36223.812220415,121430.247899519,Reference_Forest,3-4 kHz
900,42843.0902012114,55945.3041103136,123939.682199074,Natural_Regeneration,3-4 kHz
910,52131.5332837098,70021.6522230835,138497.99644549,Natural_Regeneration,3-4 kHz
920,57401.0028650886,22899.2607996393,108548.983764527,Reference_Forest,3-4 kHz
930,57735.0396761363,42975.169574297,112702.338623164,Reference_Forest,3-4 kHz
940,56964.1435459936,56454.2983657311,107889.64134835,Reference_Forest,3-4 kHz
950,71997.4662078581,40742.4960359006,114979.846716096,Reference_Forest,3-4 kHz
960,74865.3992278698,52098.8175554455,130767.707777366,Reference_Forest,3-4 kHz
970,103528.150609015,82542.0139859793,148602.754180834,Reference_Forest,3-4 kHz
980,80409.7859757833,94011.9758491667,129549.425947206,Natural_Regeneration,3-4 kHz
990,66516.7820945114,79899.1063263864,110270.767636225,Natural_Regeneration,3-4 kHz
1000,93398.8951808168,89500.8584430143,125721.384683934,Reference_Forest,3-4 kHz
1010,113312.448240166,93979.3829656998,137353.108406646,Reference_Forest,3-4 kHz
1020,75483.7813436362,68829.7804889605,90435.2617110455,Reference_Forest,3-4 kHz
1030,61180.2098667257,89341.2346635781,114690.959228988,Natural_Regeneration,3-4 kHz
1040,59267.271673308,61152.808266064,90136.3551482019,Natural_Regeneration,3-4 kHz
1050,68828.8961737539,53825.4191366388,60982.4641391055,Reference_Forest,3-4 kHz
1060,59153.6131672943,32738.5210573095,48330.3363421255,Reference_Forest,3-4 kHz
1070,156511.741117454,60979.1863947048,29982.1964517845,Plantation,3-4 kHz
1080,218592.698486537,183422.829923525,45658.5586842018,Plantation,3-4 kHz
1090,75671.595863332,205037.954677405,18618.6990342824,Plantation,3-4 kHz
1100,48434.1444467506,62083.3839145828,58166.3915102327,Natural_Regeneration,3-4 kHz
1110,100395.513286791,53788.0372667977,99848.68132903,Reference_Forest,3-4 kHz
1120,133102.450814666,95473.3789918402,117588.743633439,Reference_Forest,3-4 kHz
1130,136381.077199005,149293.867889616,121846.308731946,Plantation,3-4 kHz
1140,145905.638152833,160884.958578779,137231.695306449,Plantation,3-4 kHz
1150,139014.066476151,155453.682471536,137158.575666854,Plantation,3-4 kHz
1160,154766.021361897,164105.110538523,147580.428874496,Plantation,3-4 kHz
1170,156045.654355381,158579.901644407,151420.937970874,Plantation,3-4 kHz
1180,150713.778821803,159279.538643526,142777.711412634,Plantation,3-4 kHz
1190,151839.161227192,149049.768060089,141006.329816859,Plantation,3-4 kHz
1200,156699.453939517,153416.37231345,147318.213028975,Plantation,3-4 kHz
1210,168403.565381793,162965.541892338,158327.927679822,Plantation,3-4 kHz
1220,185408.336543967,175861.028691004,173357.403815436,Plantation,3-4 kHz
1230,145358.318536437,133504.449728382,132411.256240703,Plantation,3-4 kHz
1240,136364.067035671,132263.881896075,128946.787295486,Plantation,3-4 kHz
1250,134512.379633966,139229.693213877,135789.077937016,Natural_Regeneration,3-4 kHz
1260,133342.846655315,135615.722179073,131041.976208525,Plantation,3-4 kHz
1270,129353.028819229,132117.49909049,124462.416409999,Plantation,3-4 kHz
1280,137807.102659975,128670.31875448,129277.362690886,Reference_Forest,3-4 kHz
1290,132297.287824826,128711.762699449,122178.44570736,Plantation,3-4 kHz
1300,133449.297041898,129602.147966215,121937.09697131,Plantation,3-4 kHz
1310,139396.0480105,135314.599939365,129128.642974621,Plantation,3-4 kHz
1320,119031.529630128,112618.114878176,108183.177059581,Plantation,3-4 kHz
1330,121066.601566813,108478.307864525,109840.804110714,Reference_Forest,3-4 kHz
1340,105167.010912982,89205.5841323921,94984.4620492874,Reference_Forest,3-4 kHz
1350,78987.6629013397,65979.5824548797,73009.8692405868,Reference_Forest,3-4 kHz
1360,102476.513719693,99080.5401445558,96268.3924637409,Plantation,3-4 kHz
1370,102095.669959012,99070.2415520284,96452.2787341899,Plantation,3-4 kHz
1380,95226.680277972,95138.6735332026,90225.115980707,Plantation,3-4 kHz
1390,104625.013478914,102845.141594988,95794.7352544896,Plantation,3-4 kHz
1400,92620.8784664292,92378.2100077571,85768.3291073238,Plantation,3-4 kHz
1410,86713.1769982831,86109.7089441153,83380.1872444704,Plantation,3-4 kHz
1420,98154.0641459843,96756.5591962742,91820.9086963878,Plantation,3-4 kHz
1430,78318.484219621,89499.9048776321,75708.0733030018,Plantation,3-4 kHz
1440,82516.8871588249,87542.5869499143,79639.676684955,Plantation,3-4 kHz
0,73698.7847063257,23326.6505627684,70641.5957587791,Reference_Forest,4-5 kHz
10,62495.2875588914,36712.8153864929,56820.9672022655,Reference_Forest,4-5 kHz
20,66335.8124529661,25524.1528653225,50413.0732995655,Reference_Forest,4-5 kHz
30,62136.6615689223,29482.914073478,60078.9277878616,Reference_Forest,4-5 kHz
40,75134.1827706612,36961.4896198787,69035.536185568,Reference_Forest,4-5 kHz
50,68137.3378342344,32506.424276176,72165.8085738346,Reference_Forest,4-5 kHz
60,77686.5009634021,35039.1889371891,72317.1922402064,Reference_Forest,4-5 kHz
70,72117.9277322671,26901.0961310676,60018.0899191683,Reference_Forest,4-5 kHz
80,79650.6756235704,32099.6228607214,70735.4498089147,Reference_Forest,4-5 kHz
90,84353.8597234361,44503.8980076968,75839.9683654466,Reference_Forest,4-5 kHz
100,90861.2612936893,50621.7101424106,77337.3314981923,Reference_Forest,4-5 kHz
110,81918.4921729297,42869.4882592794,61481.7463823518,Reference_Forest,4-5 kHz
120,87025.4102293201,39071.1383939137,64761.1685717503,Reference_Forest,4-5 kHz
130,79082.3254964031,29111.1143324326,69691.7085309884,Reference_Forest,4-5 kHz
140,107634.345527706,46740.5899959027,91212.5791899444,Reference_Forest,4-5 kHz
150,106035.641327275,61648.6627843331,89928.1481982946,Reference_Forest,4-5 kHz
160,105952.441159813,41091.9860572322,88208.9277120831,Reference_Forest,4-5 kHz
170,95404.4441914917,29965.1844134904,70850.1475041017,Reference_Forest,4-5 kHz
180,119484.604700348,46112.932217996,100124.674934152,Reference_Forest,4-5 kHz
190,124142.542758808,42788.9184542254,98427.5522909955,Reference_Forest,4-5 kHz
200,117559.651618995,43257.3064270182,95851.6934974036,Reference_Forest,4-5 kHz
210,118177.798741187,50195.7625881436,104134.618031965,Reference_Forest,4-5 kHz
220,112014.433683204,41025.7110391188,98162.552608374,Reference_Forest,4-5 kHz
230,97652.9005775098,31486.5690609489,81333.5348125131,Reference_Forest,4-5 kHz
240,106207.372178963,41145.331764274,94976.3090292591,Reference_Forest,4-5 kHz
250,99741.7188746937,24010.0280584807,88306.1044937905,Reference_Forest,4-5 kHz
260,79097.7903239978,22759.1123874667,67158.8222598392,Reference_Forest,4-5 kHz
270,71281.3202565181,41828.4535822327,58397.5617022486,Reference_Forest,4-5 kHz
280,64652.8438445027,55481.6500204619,60088.102631382,Reference_Forest,4-5 kHz
290,153366.06470176,106320.036224875,132009.356992217,Reference_Forest,4-5 kHz
300,268685.834862802,278394.194761032,309433.441582682,Natural_Regeneration,4-5 kHz
310,49523.2010167467,132343.897015847,223149.785077441,Natural_Regeneration,4-5 kHz
320,81785.5700820036,383526.171732115,151005.044782979,Natural_Regeneration,4-5 kHz
330,81471.3702035242,306627.743408861,135807.140260075,Natural_Regeneration,4-5 kHz
340,76017.1928910216,290856.622034643,126812.302838324,Natural_Regeneration,4-5 kHz
350,51147.9302721246,205410.949052134,136365.80959535,Natural_Regeneration,4-5 kHz
360,67389.2069659789,201345.638899299,112116.044281176,Natural_Regeneration,4-5 kHz
370,71148.9668285515,221096.64445053,137728.244792227,Natural_Regeneration,4-5 kHz
380,65316.7078875006,197891.114150481,129355.804554917,Natural_Regeneration,4-5 kHz
390,64729.0157437268,179991.146233632,127316.988164873,Natural_Regeneration,4-5 kHz
400,78060.7732306713,178719.936169313,149978.402276316,Natural_Regeneration,4-5 kHz
410,84250.0470216118,145588.622443388,160448.07053361,Natural_Regeneration,4-5 kHz
420,56718.1959258365,123343.329330074,151888.750486337,Natural_Regeneration,4-5 kHz
430,99737.0524475893,107340.006608603,142152.146997023,Natural_Regeneration,4-5 kHz
440,96877.0109162206,127335.903296183,174685.573775088,Natural_Regeneration,4-5 kHz
450,84203.7628259687,123658.085752679,163221.930081854,Natural_Regeneration,4-5 kHz
460,80936.5277697862,114419.290257754,140130.684760969,Natural_Regeneration,4-5 kHz
470,104472.090228642,168742.206373823,117611.015801735,Natural_Regeneration,4-5 kHz
480,110913.097126966,201474.521881286,102214.635463254,Plantation,4-5 kHz
490,140034.865842184,187090.697509334,127979.587188378,Plantation,4-5 kHz
500,159143.264330179,214334.275619474,138115.989749845,Plantation,4-5 kHz
510,131616.266360548,210119.145924935,115477.668269965,Plantation,4-5 kHz
520,151908.895893053,145934.379992831,122852.179526335,Plantation,4-5 kHz
530,149787.026779727,157925.557984472,123047.815445866,Plantation,4-5 kHz
540,161366.719460488,160685.814533844,146773.387042754,Plantation,4-5 kHz
550,119230.381829524,141437.759305171,143379.037802932,Natural_Regeneration,4-5 kHz
560,99545.8570743117,128669.356119249,151027.175235085,Natural_Regeneration,4-5 kHz
570,114685.002250863,167551.874075508,91118.5051564178,Plantation,4-5 kHz
580,134401.508329397,172070.721689332,118222.270903941,Plantation,4-5 kHz
590,115586.195610617,198330.289158395,111274.312426584,Plantation,4-5 kHz
600,154652.956125482,171701.701562649,98229.4720188643,Plantation,4-5 kHz
610,146300.254157535,140446.668408309,89679.4012617819,Plantation,4-5 kHz
620,125901.228271675,141905.150066067,102171.015857425,Plantation,4-5 kHz
630,115885.683634292,109917.759654491,123887.855943292,Reference_Forest,4-5 kHz
640,133580.111446124,135011.069642174,143795.290028811,Natural_Regeneration,4-5 kHz
650,126221.928407947,122611.30367826,128125.317916293,Reference_Forest,4-5 kHz
660,130501.464575453,115465.51056219,117720.148585962,Reference_Forest,4-5 kHz
670,125199.849233281,94854.0865378618,128415.117566391,Reference_Forest,4-5 kHz
680,86100.9225067562,61493.5489994276,119518.189947942,Reference_Forest,4-5 kHz
690,83462.3742976283,66602.0312345352,110298.695223765,Reference_Forest,4-5 kHz
700,79632.9270890254,58379.5011316233,135226.177531276,Reference_Forest,4-5 kHz
710,60385.7179310114,62940.3917858527,120735.886268603,Natural_Regeneration,4-5 kHz
720,73034.8022143926,86367.4943560914,103382.890834794,Natural_Regeneration,4-5 kHz
730,83512.4877853895,57533.3381118401,80635.1235679362,Reference_Forest,4-5 kHz
740,68708.5801700223,74710.7716177408,101747.431880848,Natural_Regeneration,4-5 kHz
750,62340.4736668306,51832.9932529283,122655.13367763,Reference_Forest,4-5 kHz
760,48824.5381737955,38294.9422156763,121758.803791394,Reference_Forest,4-5 kHz
770,58945.8839869915,44224.2441719234,95266.1969354182,Reference_Forest,4-5 kHz
780,43416.3430608138,28733.3720513303,93719.1943978495,Reference_Forest,4-5 kHz
790,47059.2290837999,39787.2829110753,120956.126843715,Reference_Forest,4-5 kHz
800,49615.8432582558,26363.1571358295,103024.046214299,Reference_Forest,4-5 kHz
810,62020.1120388782,40908.2444364726,107778.245176256,Reference_Forest,4-5 kHz
820,68968.5090473935,39650.4816144245,131830.668057219,Reference_Forest,4-5 kHz
830,61263.895817979,52357.4087280641,128162.124779545,Reference_Forest,4-5 kHz
840,66090.9799469566,40000.4746708878,112710.012952696,Reference_Forest,4-5 kHz
850,51105.5720390532,40541.1337589346,114867.624960506,Reference_Forest,4-5 kHz
860,82677.4230427502,41561.5529635714,123862.002477982,Reference_Forest,4-5 kHz
870,68096.5225406239,54584.0369241019,131929.640107539,Reference_Forest,4-5 kHz
880,62439.4853609788,37695.5303191053,125498.443141149,Reference_Forest,4-5 kHz
890,72035.4728856993,56044.0693787612,143313.644372201,Reference_Forest,4-5 kHz
900,91960.5572064296,93274.9305288414,155330.057327339,Natural_Regeneration,4-5 kHz
910,60329.6391804048,68114.2158659579,152969.456170514,Natural_Regeneration,4-5 kHz
920,70273.1582258666,21028.0471377176,120724.715169051,Reference_Forest,4-5 kHz
930,90123.3455996541,46135.2982289936,117838.760810806,Reference_Forest,4-5 kHz
940,66386.4040081012,33492.3431086023,101928.051716244,Reference_Forest,4-5 kHz
950,75909.7944198509,33768.7741715616,114612.282739322,Reference_Forest,4-5 kHz
960,112725.290822393,30308.1330381033,128748.005050838,Reference_Forest,4-5 kHz
970,115356.910667942,71830.9622675413,144850.78068837,Reference_Forest,4-5 kHz
980,94137.3800717495,76473.5905032713,143572.571834627,Reference_Forest,4-5 kHz
990,83033.8931660799,56349.2458390673,116496.035009255,Reference_Forest,4-5 kHz
1000,132851.018856167,92243.1380264974,150639.667682162,Reference_Forest,4-5 kHz
1010,122332.570830525,94708.4937189721,130272.564057558,Reference_Forest,4-5 kHz
1020,88373.8118214339,63528.3160219192,87327.8694676492,Reference_Forest,4-5 kHz
1030,92982.8152962774,89054.5721875333,109243.778499566,Reference_Forest,4-5 kHz
